Script started on Thu 03 Nov 2016 06:17:46 PM CET
P8_38 pinmux file not found!
sudo: no askpass program specified, try setting SUDO_ASKPASS
Cannot write pinmux file: /sys/devices/platform/ocp/ocp*P8_38_pinmux/state
P8_37 pinmux file not found!
sudo: no askpass program specified, try setting SUDO_ASKPASS
Cannot write pinmux file: /sys/devices/platform/ocp/ocp*P8_37_pinmux/state
Pin configuration complete
(chalmersbike) ]0;debian@beaglebone: ~/chalmersbike[01;32mdebian@beaglebone[00m:[01;34m~/chalmersbike[00m$ python testing/steering_motor/SteeringMotorTestLukas.py 
Input a velocity between 0 and 10 deg/s 2
tdelta = 0.000000
Enter the desired self.angle! The test will start afterwards! -10
Time=0.000376,	 tdelta = 0.000000,	 Angular Velocity = 1.999992	
Time=0.699689,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.709364,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.717496,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.729172,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.738482,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.746193,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.756142,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.764591,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.775432,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.785933,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.795741,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.804394,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.812682,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.823341,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.832667,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.843752,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.853151,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.861427,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.870790,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.881327,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.890653,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.900372,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.910040,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.919678,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.929162,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.938618,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.947116,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.957384,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.967630,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.977382,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.987109,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.995481,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.004178,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.013465,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.023550,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.032946,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.042546,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.050646,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.059804,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.069362,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.078911,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.088690,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.098759,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.106900,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.117188,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.126205,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.136734,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.146092,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.155222,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.165698,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.176957,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.186823,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.197455,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.205400,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.212929,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.224355,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.232529,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.242901,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.252761,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.260235,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.269929,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.279369,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.289343,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.299465,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.309666,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.317437,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.329161,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.337482,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.348296,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.355580,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.362096,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.371729,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.381341,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.390603,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.402231,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.410862,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.417993,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.427736,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.436355,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.445376,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.456403,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.464670,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.474572,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.485053,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.493572,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.505056,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.513120,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.521195,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.531570,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.540681,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.550436,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.559767,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.567667,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.576718,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.588170,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.597733,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.607354,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.617043,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.625111,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.633929,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.642336,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.653114,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.662559,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.669156,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.677612,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.688819,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.697513,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.707498,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.715549,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.723482,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.734155,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.742539,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.753385,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.764088,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.772987,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.783188,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.794442,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.805822,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.814886,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.825266,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.834453,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.844101,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.854581,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.862981,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.871529,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.879509,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.888918,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.897189,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.907560,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.917200,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.925730,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.934485,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.943041,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.952126,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.961718,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.969694,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.977593,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.986731,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=1.996737,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=2.005264,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=2.016606,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=2.025470,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=2.034056,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=2.044342,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=2.053425,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=2.061354,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=2.070649,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=2.080156,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=2.090020,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=2.098974,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=2.108866,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=2.116912,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=2.125027,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=2.132895,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=2.142123,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=2.152145,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=2.161990,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=2.171650,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=2.179270,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=2.188606,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=2.197934,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=2.207663,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=2.217134,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=2.226348,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=2.234371,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=2.242615,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=2.252190,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=2.259740,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=2.269040,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=2.277990,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=2.285257,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=2.294620,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=2.305399,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=2.314404,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=2.325132,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=2.333758,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=2.341830,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=2.349451,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=2.358911,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=2.368476,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=2.378094,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=2.388661,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=2.398125,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=2.409579,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=2.419713,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=2.431648,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=2.437693,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=2.445830,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=2.455481,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=2.464757,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=2.474907,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=2.483474,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=2.492209,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=2.502874,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=2.512550,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
^CTraceback (most recent call last):
  File "testing/steering_motor/SteeringMotorTestLukas.py", line 98, in <module>
    test = Test()
  File "testing/steering_motor/SteeringMotorTestLukas.py", line 94, in __init__
    self.steering_motor_drive.set_angular_velocity(0)
  File "/home/debian/chalmersbike/testing/steering_motor/../../actuators/steeringMotor.py", line 40, in set_angular_velocity
    self.set_PWM_duty_cycle(duty_cycle)
  File "/home/debian/chalmersbike/testing/steering_motor/../../actuators/steeringMotor.py", line 31, in set_PWM_duty_cycle
    PWM.set_duty_cycle(steeringMotor_Channel, duty_cycle)
RuntimeError: You must start() the PWM channel first
(chalmersbike) ]0;debian@beaglebone: ~/chalmersbike[01;32mdebian@beaglebone[00m:[01;34m~/chalmersbike[00m$ ^C
(chalmersbike) ]0;debian@beaglebone: ~/chalmersbike[01;32mdebian@beaglebone[00m:[01;34m~/chalmersbike[00m$ ^C
(chalmersbike) ]0;debian@beaglebone: ~/chalmersbike[01;32mdebian@beaglebone[00m:[01;34m~/chalmersbike[00m$ python testing/steering_motor/SteeringMotorTestLukas.py 
Input a velocity between 0 and 10 deg/s 200
tdelta = 0.000000
Enter the desired self.angle! The test will start afterwards! -120
Time=0.000971,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.005284,	 tdelta = 0.000000,	 Angular Velocity = 199.999197	
Time=0.014528,	 tdelta = -0.604865,	 Angular Velocity = 199.999197	
Time=0.024804,	 tdelta = -2.213513,	 Angular Velocity = 199.999197	
Time=0.033497,	 tdelta = -3.505945,	 Angular Velocity = 199.999197	
Time=0.043407,	 tdelta = -5.490810,	 Angular Velocity = 199.999197	
Time=0.053161,	 tdelta = -7.235674,	 Angular Velocity = 199.999197	
Time=0.063829,	 tdelta = -9.476755,	 Angular Velocity = 199.999197	
Time=0.072351,	 tdelta = -11.056214,	 Angular Velocity = 199.999197	
Time=0.080489,	 tdelta = -12.587025,	 Angular Velocity = 199.999197	
Time=0.087361,	 tdelta = -14.077295,	 Angular Velocity = 199.999197	
Time=0.095183,	 tdelta = -15.656754,	 Angular Velocity = 199.999197	
Time=0.102522,	 tdelta = -17.112970,	 Angular Velocity = 199.999197	
Time=0.109401,	 tdelta = -18.984321,	 Angular Velocity = 199.999197	
Time=0.119990,	 tdelta = -20.597834,	 Angular Velocity = 199.999197	
Time=0.130572,	 tdelta = -22.877834,	 Angular Velocity = 199.999197	
Time=0.141114,	 tdelta = -24.797834,	 Angular Velocity = 199.999197	
Time=0.151190,	 tdelta = -26.970806,	 Angular Velocity = 199.999197	
Time=0.163443,	 tdelta = -30.963238,	 Angular Velocity = 199.999197	
Time=0.179261,	 tdelta = -32.933508,	 Angular Velocity = 199.999197	
Time=0.190388,	 tdelta = -36.003237,	 Angular Velocity = 199.999197	
Time=0.205102,	 tdelta = -38.002696,	 Angular Velocity = 199.999197	
Time=0.218189,	 tdelta = -41.158372,	 Angular Velocity = 199.999197	
Time=0.230967,	 tdelta = -43.955668,	 Angular Velocity = 199.999197	
Time=0.246038,	 tdelta = -46.632965,	 Angular Velocity = 199.999197	
Time=0.260209,	 tdelta = -48.890262,	 Angular Velocity = 199.999197	
Time=0.273458,	 tdelta = -51.650262,	 Angular Velocity = 199.999197	
Time=0.288396,	 tdelta = -54.473504,	 Angular Velocity = 199.999197	
Time=0.299932,	 tdelta = -56.845937,	 Angular Velocity = 199.999197	
Time=0.309227,	 tdelta = -58.683233,	 Angular Velocity = 199.999197	
Time=0.318916,	 tdelta = -60.736206,	 Angular Velocity = 199.999197	
Time=0.329026,	 tdelta = -62.567017,	 Angular Velocity = 199.999197	
Time=0.338343,	 tdelta = -64.778908,	 Angular Velocity = 199.999197	
Time=0.348749,	 tdelta = -66.692421,	 Angular Velocity = 199.999197	
Time=0.355412,	 tdelta = -68.122691,	 Angular Velocity = 199.999197	
Time=0.365326,	 tdelta = -69.919448,	 Angular Velocity = 199.999197	
Time=0.374829,	 tdelta = -71.873502,	 Angular Velocity = 199.999197	
Time=0.384466,	 tdelta = -73.973501,	 Angular Velocity = 199.999197	
Time=0.394930,	 tdelta = -76.007014,	 Angular Velocity = 199.999197	
Time=0.404296,	 tdelta = -77.901068,	 Angular Velocity = 199.999197	
Time=0.414231,	 tdelta = -79.812960,	 Angular Velocity = 199.999197	
Time=0.424658,	 tdelta = -81.878905,	 Angular Velocity = 199.999197	
Time=0.435192,	 tdelta = -84.131337,	 Angular Velocity = 199.999197	
Time=0.443870,	 tdelta = -85.736743,	 Angular Velocity = 199.999197	
Time=0.449751,	 tdelta = -86.918904,	 Angular Velocity = 199.999197	
Time=0.458947,	 tdelta = -88.842147,	 Angular Velocity = 199.999197	
Time=0.468782,	 tdelta = -90.763769,	 Angular Velocity = 199.999197	
Time=0.477024,	 tdelta = -92.524850,	 Angular Velocity = 199.999197	
Time=0.483352,	 tdelta = -94.367011,	 Angular Velocity = 199.999197	
Time=0.496842,	 tdelta = -96.538362,	 Angular Velocity = 199.999197	
Time=0.505072,	 tdelta = -98.075659,	 Angular Velocity = 199.999197	
Time=0.513277,	 tdelta = -99.904848,	 Angular Velocity = 199.999197	
Time=0.523411,	 tdelta = -101.836199,	 Angular Velocity = 199.999197	
Time=0.533497,	 tdelta = -103.895658,	 Angular Velocity = 199.999197	
Time=0.541396,	 tdelta = -105.773496,	 Angular Velocity = 199.999197	
Time=0.552489,	 tdelta = -107.774577,	 Angular Velocity = 199.999197	
Time=0.562277,	 tdelta = -109.723766,	 Angular Velocity = 199.999197	
Time=0.571854,	 tdelta = -111.593495,	 Angular Velocity = 199.999197	
Time=0.581824,	 tdelta = -113.897819,	 Angular Velocity = 199.999197	
Time=0.593313,	 tdelta = -115.931332,	 Angular Velocity = 199.999197	
Time=0.602418,	 tdelta = -117.731332,	 Angular Velocity = 199.999197	
Time=0.609710,	 tdelta = -119.051332,	 Angular Velocity = 199.999197	
Time=0.616200,	 tdelta = -120.572412,	 Angular Velocity = 199.999197	
(chalmersbike) ]0;debian@beaglebone: ~/chalmersbike[01;32mdebian@beaglebone[00m:[01;34m~/chalmersbike[00m$ python testing/steering_motor/SteeringMotorTestLukas.py 
Input a velocity between 0 and 10 deg/s 200
tdelta = 0.000000
Enter the desired self.angle! The test will start afterwards! 120
Time=0.000385,	 delta = -0.001622,	 I = 0.026862	
Time=0.006882,	 delta = 0.008108,	 I = 0.000000	
Time=0.015118,	 delta = 0.755676,	 I = 0.000000	
Time=0.026387,	 delta = 2.367567,	 I = 0.000000	
Time=0.035419,	 delta = 4.049189,	 I = 0.000000	
Time=0.045720,	 delta = 5.978918,	 I = 0.000000	
Time=0.056256,	 delta = 7.746485,	 I = 0.000000	
Time=0.065325,	 delta = 9.794593,	 I = 0.000000	
Time=0.074820,	 delta = 11.798917,	 I = 0.000000	
Time=0.086629,	 delta = 13.915133,	 I = 0.000000	
Time=0.097583,	 delta = 16.110808,	 I = 0.000000	
Time=0.106844,	 delta = 17.867024,	 I = 0.000000	
Time=0.116697,	 delta = 19.811348,	 I = 0.000000	
Time=0.126058,	 delta = 21.564321,	 I = 0.000000	
Time=0.131207,	 delta = 22.911888,	 I = 0.000000	
Time=0.141057,	 delta = 24.796212,	 I = 0.000000	
Time=0.150396,	 delta = 26.584860,	 I = 0.000000	
Time=0.159488,	 delta = 28.446482,	 I = 0.000000	
Time=0.169061,	 delta = 30.562698,	 I = 0.000000	
Time=0.180645,	 delta = 32.599454,	 I = 0.000000	
Time=0.188582,	 delta = 34.342697,	 I = 0.000000	
Time=0.199835,	 delta = 36.546480,	 I = 0.000000	
Time=0.209387,	 delta = 38.554048,	 I = 0.014652	
Time=0.218599,	 delta = 40.360534,	 I = 0.024420	
Time=0.228238,	 delta = 42.345398,	 I = 0.124542	
Time=0.234632,	 delta = 43.655668,	 I = 0.092796	
Time=0.244786,	 delta = 45.674587,	 I = 0.205128	
Time=0.254107,	 delta = 47.661073,	 I = 0.175824	
Time=0.264035,	 delta = 49.417289,	 I = 0.063492	
Time=0.274204,	 delta = 51.405397,	 I = 0.000000	
Time=0.281964,	 delta = 53.091883,	 I = 0.000000	
Time=0.290376,	 delta = 54.951883,	 I = 0.000000	
Time=0.301133,	 delta = 56.729180,	 I = 0.000000	
Time=0.310363,	 delta = 58.576206,	 I = 0.000000	
Time=0.318952,	 delta = 60.220531,	 I = 0.000000	
Time=0.327525,	 delta = 62.228098,	 I = 0.000000	
Time=0.337810,	 delta = 63.890260,	 I = 0.000000	
Time=0.347204,	 delta = 65.927016,	 I = 0.000000	
Time=0.356756,	 delta = 67.701070,	 I = 0.000000	
Time=0.366008,	 delta = 69.475124,	 I = 0.000000	
Time=0.376730,	 delta = 71.521610,	 I = 0.000000	
Time=0.385169,	 delta = 73.436745,	 I = 0.000000	
Time=0.393183,	 delta = 74.944852,	 I = 0.000000	
Time=0.404409,	 delta = 77.148636,	 I = 0.000000	
Time=0.413863,	 delta = 79.060527,	 I = 0.000000	
Time=0.425331,	 delta = 81.204311,	 I = 0.000000	
Time=0.434381,	 delta = 83.007554,	 I = 0.000000	
Time=0.440815,	 delta = 84.475121,	 I = 0.000000	
Time=0.450850,	 delta = 86.528094,	 I = 0.000000	
Time=0.461738,	 delta = 88.493499,	 I = 0.000000	
Time=0.469846,	 delta = 90.121607,	 I = 0.000000	
Time=0.480475,	 delta = 92.380525,	 I = 0.000000	
Time=0.489350,	 delta = 94.258363,	 I = 0.002442	
Time=0.497283,	 delta = 95.891335,	 I = 0.017094	
Time=0.506526,	 delta = 97.696200,	 I = 0.007326	
Time=0.516188,	 delta = 99.591875,	 I = 0.166056	
Time=0.525579,	 delta = 101.599443,	 I = 0.398046	
Time=0.535649,	 delta = 103.501604,	 I = 0.424908	
Time=0.541371,	 delta = 104.917280,	 I = 0.322344	
Time=0.552202,	 delta = 106.858361,	 I = 0.525031	
Time=0.563340,	 delta = 109.164306,	 I = 0.727717	
Time=0.573768,	 delta = 111.184846,	 I = 0.695971	
Time=0.584291,	 delta = 113.297819,	 I = 0.998779	
Time=0.593089,	 delta = 115.039440,	 I = 0.854701	
Time=0.600098,	 delta = 116.545927,	 I = 1.023199	
Time=0.609198,	 delta = 118.187007,	 I = 0.810745	
Time=0.616449,	 delta = 119.959440,	 I = 0.815629	
Time=0.626742,	 delta = 121.863223,	 I = 0.720391	
Traceback (most recent call last):
  File "testing/steering_motor/SteeringMotorTestLukas.py", line 98, in <module>
    test = Test()
  File "testing/steering_motor/SteeringMotorTestLukas.py", line 94, in __init__
    self.steering_motor_drive.set_angular_velocity(0)
  File "/home/debian/chalmersbike/testing/steering_motor/../../actuators/steeringMotor.py", line 40, in set_angular_velocity
    self.set_PWM_duty_cycle(duty_cycle)
  File "/home/debian/chalmersbike/testing/steering_motor/../../actuators/steeringMotor.py", line 31, in set_PWM_duty_cycle
    PWM.set_duty_cycle(steeringMotor_Channel, duty_cycle)
RuntimeError: You must start() the PWM channel first
(chalmersbike) ]0;debian@beaglebone: ~/chalmersbike[01;32mdebian@beaglebone[00m:[01;34m~/chalmersbike[00m$ python testing/steering_motor/SteeringMotorTestLukas.py 
Input a velocity between 0 and 10 deg/s 200
tdelta = 0.000000
Enter the desired self.angle! The test will start afterwards! 120
Time=0.000380,	 delta = -0.001622,	 I = 0.019536	
Time=0.006933,	 delta = 0.009730,	 I = 0.000000	
Time=0.017373,	 delta = 0.958378,	 I = 0.000000	
Time=0.026623,	 delta = 2.463243,	 I = 0.000000	
Time=0.036638,	 delta = 4.067026,	 I = 0.000000	
Time=0.046859,	 delta = 6.050269,	 I = 0.000000	
Time=0.057577,	 delta = 8.130809,	 I = 0.000000	
Time=0.067287,	 delta = 9.899998,	 I = 0.000000	
Time=0.076559,	 delta = 11.742160,	 I = 0.000000	
Time=0.085846,	 delta = 13.660538,	 I = 0.000000	
Time=0.093598,	 delta = 15.262700,	 I = 0.000000	
Time=0.104421,	 delta = 17.604321,	 I = 0.000000	
Time=0.113878,	 delta = 19.448105,	 I = 0.000000	
Time=0.124752,	 delta = 21.343780,	 I = 0.000000	
Time=0.132780,	 delta = 22.872969,	 I = 0.000000	
Time=0.138119,	 delta = 24.321077,	 I = 0.000000	
Time=0.150091,	 delta = 26.472969,	 I = 0.000000	
Time=0.159752,	 delta = 28.414049,	 I = 0.000000	
Time=0.168763,	 delta = 30.178373,	 I = 0.000000	
